,datetime,holiday,workingday,temp,atemp,humidity,windspeed,hour,date,date_newyear_num,count,season_1,season_2,season_3,season_4,weather_1,weather_2,weather_3,weather_4,weekday_Friday,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday
3195,2011-08-03 01:00:00,0,1,31.98,35.605,52,11.0014,1,2011-08-03,214,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3196,2011-08-03 02:00:00,0,1,31.98,35.605,49,11.0014,2,2011-08-03,214,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3197,2011-08-03 03:00:00,0,1,31.16,34.85,55,6.0032,3,2011-08-03,214,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3198,2011-08-03 04:00:00,0,1,31.16,34.85,52,11.0014,4,2011-08-03,214,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3199,2011-08-03 05:00:00,0,1,31.16,34.85,55,6.0032,5,2011-08-03,214,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3200,2011-08-03 06:00:00,0,1,29.52,34.09,66,32.9975,6,2011-08-03,214,110,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3201,2011-08-03 07:00:00,0,1,30.34,33.335,51,15.0013,7,2011-08-03,214,271,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3202,2011-08-03 08:00:00,0,1,30.34,33.335,51,11.0014,8,2011-08-03,214,437,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3203,2011-08-03 09:00:00,0,1,30.34,34.09,55,12.998,9,2011-08-03,214,195,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3204,2011-08-03 10:00:00,0,1,30.34,34.09,58,6.0032,10,2011-08-03,214,68,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3205,2011-08-03 11:00:00,0,1,30.34,34.09,58,7.0015,11,2011-08-03,214,122,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3206,2011-08-03 12:00:00,0,1,31.16,34.85,55,8.9981,12,2011-08-03,214,161,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3207,2011-08-03 13:00:00,0,1,31.16,35.605,58,15.0013,13,2011-08-03,214,144,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3208,2011-08-03 14:00:00,0,1,31.16,35.605,58,15.0013,14,2011-08-03,214,147,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3209,2011-08-03 15:00:00,0,1,28.7,33.335,79,8.9981,15,2011-08-03,214,118,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3210,2011-08-03 16:00:00,0,1,27.88,31.82,79,0.0,16,2011-08-03,214,150,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3211,2011-08-03 17:00:00,0,1,28.7,33.335,79,0.0,17,2011-08-03,214,425,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3212,2011-08-03 18:00:00,0,1,28.7,33.335,84,0.0,18,2011-08-03,214,492,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3213,2011-08-03 19:00:00,0,1,28.7,33.335,84,0.0,19,2011-08-03,214,321,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3214,2011-08-03 20:00:00,0,1,28.7,33.335,84,7.0015,20,2011-08-03,214,87,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3215,2011-08-03 21:00:00,0,1,27.88,31.82,89,8.9981,21,2011-08-03,214,88,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3216,2011-08-03 22:00:00,0,1,27.88,31.82,89,7.0015,22,2011-08-03,214,77,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3217,2011-08-03 23:00:00,0,1,27.88,31.82,89,6.0032,23,2011-08-03,214,56,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3218,2011-08-04 00:00:00,0,1,27.88,31.82,89,6.0032,0,2011-08-04,215,17,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3219,2011-08-04 01:00:00,0,1,27.06,29.545,94,6.0032,1,2011-08-04,215,17,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3220,2011-08-04 02:00:00,0,1,27.06,29.545,94,6.0032,2,2011-08-04,215,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3221,2011-08-04 03:00:00,0,1,27.06,29.545,94,6.0032,3,2011-08-04,215,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3222,2011-08-04 04:00:00,0,1,27.88,31.82,89,0.0,4,2011-08-04,215,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3223,2011-08-04 05:00:00,0,1,27.88,31.82,89,0.0,5,2011-08-04,215,20,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3224,2011-08-04 06:00:00,0,1,27.88,31.82,89,19.9995,6,2011-08-04,215,97,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3225,2011-08-04 07:00:00,0,1,27.88,31.82,89,19.9995,7,2011-08-04,215,282,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3226,2011-08-04 08:00:00,0,1,28.7,32.575,82,23.9994,8,2011-08-04,215,398,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3227,2011-08-04 09:00:00,0,1,29.52,34.85,74,22.0028,9,2011-08-04,215,187,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3228,2011-08-04 10:00:00,0,1,29.52,33.335,71,19.9995,10,2011-08-04,215,113,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3229,2011-08-04 11:00:00,0,1,30.34,34.85,66,15.0013,11,2011-08-04,215,149,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3230,2011-08-04 12:00:00,0,1,31.16,35.605,62,15.0013,12,2011-08-04,215,205,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3231,2011-08-04 13:00:00,0,1,31.16,35.605,58,0.0,13,2011-08-04,215,205,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3232,2011-08-04 14:00:00,0,1,32.8,37.88,55,11.0014,14,2011-08-04,215,167,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3233,2011-08-04 15:00:00,0,1,32.8,37.88,55,16.9979,15,2011-08-04,215,165,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3234,2011-08-04 16:00:00,0,1,31.16,35.605,62,22.0028,16,2011-08-04,215,290,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3235,2011-08-04 17:00:00,0,1,31.16,35.605,62,22.0028,17,2011-08-04,215,555,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3236,2011-08-04 18:00:00,0,1,28.7,33.335,74,19.9995,18,2011-08-04,215,523,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3237,2011-08-04 19:00:00,0,1,28.7,33.335,74,19.0012,19,2011-08-04,215,366,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3238,2011-08-04 20:00:00,0,1,28.7,33.335,74,12.998,20,2011-08-04,215,286,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3239,2011-08-04 21:00:00,0,1,28.7,33.335,74,12.998,21,2011-08-04,215,211,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3240,2011-08-04 22:00:00,0,1,27.88,31.82,74,12.998,22,2011-08-04,215,174,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3241,2011-08-04 23:00:00,0,1,27.06,31.06,74,7.0015,23,2011-08-04,215,132,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3242,2011-08-05 00:00:00,0,1,27.06,31.06,74,7.0015,0,2011-08-05,216,54,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3243,2011-08-05 01:00:00,0,1,26.24,29.545,78,6.0032,1,2011-08-05,216,19,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3244,2011-08-05 02:00:00,0,1,27.06,31.06,69,0.0,2,2011-08-05,216,19,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3245,2011-08-05 03:00:00,0,1,26.24,29.545,78,6.0032,3,2011-08-05,216,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3246,2011-08-05 04:00:00,0,1,26.24,29.545,78,8.9981,4,2011-08-05,216,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3247,2011-08-05 05:00:00,0,1,26.24,29.545,78,6.0032,5,2011-08-05,216,16,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3248,2011-08-05 06:00:00,0,1,26.24,29.545,78,8.9981,6,2011-08-05,216,101,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3249,2011-08-05 07:00:00,0,1,27.06,30.305,78,8.9981,7,2011-08-05,216,270,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3250,2011-08-05 08:00:00,0,1,28.7,32.575,65,15.0013,8,2011-08-05,216,454,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3251,2011-08-05 09:00:00,0,1,29.52,33.335,58,7.0015,9,2011-08-05,216,226,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3252,2011-08-05 10:00:00,0,1,30.34,34.09,55,8.9981,10,2011-08-05,216,163,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3253,2011-08-05 11:00:00,0,1,31.16,34.85,52,16.9979,11,2011-08-05,216,147,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
3254,2011-08-05 12:00:00,0,1,31.16,34.85,52,16.9979,12,2011-08-05,216,216,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3255,2011-08-05 13:00:00,0,1,31.98,35.605,52,16.9979,13,2011-08-05,216,204,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3256,2011-08-05 14:00:00,0,1,31.98,35.605,52,16.9979,14,2011-08-05,216,245,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
3257,2011-08-05 15:00:00,0,1,31.16,34.85,55,16.9979,15,2011-08-05,216,210,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3258,2011-08-05 16:00:00,0,1,32.8,37.12,49,16.9979,16,2011-08-05,216,330,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3259,2011-08-05 17:00:00,0,1,31.98,35.605,49,19.9995,17,2011-08-05,216,550,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3260,2011-08-05 18:00:00,0,1,31.16,34.85,52,16.9979,18,2011-08-05,216,466,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3261,2011-08-05 19:00:00,0,1,30.34,34.09,55,16.9979,19,2011-08-05,216,372,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3262,2011-08-05 20:00:00,0,1,29.52,33.335,58,15.0013,20,2011-08-05,216,291,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3263,2011-08-05 21:00:00,0,1,28.7,32.575,65,12.998,21,2011-08-05,216,173,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3264,2011-08-05 22:00:00,0,1,28.7,32.575,65,15.0013,22,2011-08-05,216,188,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3265,2011-08-05 23:00:00,0,1,27.88,31.82,69,15.0013,23,2011-08-05,216,139,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3266,2011-08-06 00:00:00,0,0,27.06,30.305,78,12.998,0,2011-08-06,217,133,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3267,2011-08-06 01:00:00,0,0,27.06,30.305,78,11.0014,1,2011-08-06,217,67,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3268,2011-08-06 02:00:00,0,0,27.06,30.305,78,15.0013,2,2011-08-06,217,53,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3269,2011-08-06 03:00:00,0,0,27.06,30.305,78,11.0014,3,2011-08-06,217,42,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3270,2011-08-06 04:00:00,0,0,27.06,30.305,83,11.0014,4,2011-08-06,217,10,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3271,2011-08-06 05:00:00,0,0,26.24,28.79,89,6.0032,5,2011-08-06,217,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3272,2011-08-06 06:00:00,0,0,26.24,28.79,89,7.0015,6,2011-08-06,217,27,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3273,2011-08-06 07:00:00,0,0,27.88,31.82,83,11.0014,7,2011-08-06,217,63,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3274,2011-08-06 08:00:00,0,0,27.88,31.82,83,11.0014,8,2011-08-06,217,121,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3275,2011-08-06 09:00:00,0,0,30.34,34.85,70,15.0013,9,2011-08-06,217,215,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3276,2011-08-06 10:00:00,0,0,30.34,34.85,70,19.0012,10,2011-08-06,217,290,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3277,2011-08-06 11:00:00,0,0,31.98,37.12,62,15.0013,11,2011-08-06,217,349,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3278,2011-08-06 12:00:00,0,0,32.8,37.88,55,15.0013,12,2011-08-06,217,382,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3279,2011-08-06 13:00:00,0,0,32.8,38.635,59,22.0028,13,2011-08-06,217,441,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3280,2011-08-06 14:00:00,0,0,33.62,38.635,52,16.9979,14,2011-08-06,217,380,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3281,2011-08-06 15:00:00,0,0,34.44,40.15,53,16.9979,15,2011-08-06,217,362,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3282,2011-08-06 16:00:00,0,0,30.34,35.605,79,11.0014,16,2011-08-06,217,343,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3283,2011-08-06 17:00:00,0,0,30.34,35.605,79,11.0014,17,2011-08-06,217,149,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3284,2011-08-06 18:00:00,0,0,29.52,34.85,79,30.0026,18,2011-08-06,217,211,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3285,2011-08-06 19:00:00,0,0,29.52,35.605,84,16.9979,19,2011-08-06,217,171,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3286,2011-08-06 20:00:00,0,0,29.52,34.85,79,19.0012,20,2011-08-06,217,137,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3287,2011-08-06 21:00:00,0,0,28.7,33.335,84,22.0028,21,2011-08-06,217,114,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3288,2011-08-06 22:00:00,0,0,28.7,33.335,84,22.0028,22,2011-08-06,217,120,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3289,2011-08-06 23:00:00,0,0,28.7,33.335,84,19.0012,23,2011-08-06,217,108,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3290,2011-08-07 00:00:00,0,0,28.7,33.335,84,19.0012,0,2011-08-07,218,80,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
3291,2011-08-07 01:00:00,0,0,28.7,33.335,84,16.9979,1,2011-08-07,218,73,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
3292,2011-08-07 02:00:00,0,0,28.7,33.335,84,15.0013,2,2011-08-07,218,66,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
3293,2011-08-07 03:00:00,0,0,28.7,33.335,84,8.9981,3,2011-08-07,218,32,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
3294,2011-08-07 04:00:00,0,0,28.7,33.335,84,8.9981,4,2011-08-07,218,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3295,2011-08-07 05:00:00,0,0,28.7,33.335,89,12.998,5,2011-08-07,218,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3296,2011-08-07 06:00:00,0,0,28.7,33.335,89,11.0014,6,2011-08-07,218,13,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3297,2011-08-07 07:00:00,0,0,28.7,33.335,84,12.998,7,2011-08-07,218,39,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3298,2011-08-07 08:00:00,0,0,29.52,34.85,79,12.998,8,2011-08-07,218,89,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3299,2011-08-07 09:00:00,0,0,31.16,37.12,75,7.0015,9,2011-08-07,218,184,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3300,2011-08-07 10:00:00,0,0,32.8,40.15,66,8.9981,10,2011-08-07,218,266,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3301,2011-08-07 11:00:00,0,0,33.62,41.665,63,0.0,11,2011-08-07,218,269,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3302,2011-08-07 12:00:00,0,0,36.9,42.425,42,19.9995,12,2011-08-07,218,370,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3303,2011-08-07 13:00:00,0,0,36.9,42.425,42,19.9995,13,2011-08-07,218,324,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3304,2011-08-07 14:00:00,0,0,35.26,40.15,47,12.998,14,2011-08-07,218,322,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3305,2011-08-07 15:00:00,0,0,29.52,34.85,74,19.9995,15,2011-08-07,218,326,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3306,2011-08-07 16:00:00,0,0,29.52,34.85,74,19.9995,16,2011-08-07,218,193,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3307,2011-08-07 17:00:00,0,0,30.34,35.605,74,43.0006,17,2011-08-07,218,194,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3308,2011-08-07 18:00:00,0,0,29.52,34.85,74,6.0032,18,2011-08-07,218,229,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3309,2011-08-07 19:00:00,0,0,29.52,34.85,79,11.0014,19,2011-08-07,218,228,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3310,2011-08-07 20:00:00,0,0,29.52,35.605,84,8.9981,20,2011-08-07,218,183,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3311,2011-08-07 21:00:00,0,0,29.52,35.605,84,7.0015,21,2011-08-07,218,136,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3312,2011-08-07 22:00:00,0,0,28.7,33.335,89,12.998,22,2011-08-07,218,103,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3313,2011-08-07 23:00:00,0,0,28.7,33.335,79,7.0015,23,2011-08-07,218,55,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3314,2011-08-08 00:00:00,0,1,28.7,33.335,79,7.0015,0,2011-08-08,219,30,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3315,2011-08-08 01:00:00,0,1,27.88,31.82,83,8.9981,1,2011-08-08,219,12,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3316,2011-08-08 02:00:00,0,1,27.06,29.545,89,0.0,2,2011-08-08,219,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3317,2011-08-08 03:00:00,0,1,27.06,29.545,89,0.0,3,2011-08-08,219,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3318,2011-08-08 04:00:00,0,1,27.06,29.545,89,7.0015,4,2011-08-08,219,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3319,2011-08-08 05:00:00,0,1,28.7,33.335,79,6.0032,5,2011-08-08,219,15,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3320,2011-08-08 06:00:00,0,1,28.7,32.575,65,19.0012,6,2011-08-08,219,95,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3321,2011-08-08 07:00:00,0,1,29.52,34.09,62,19.9995,7,2011-08-08,219,267,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3322,2011-08-08 08:00:00,0,1,30.34,34.09,58,22.0028,8,2011-08-08,219,349,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3323,2011-08-08 09:00:00,0,1,31.16,34.85,55,26.0027,9,2011-08-08,219,183,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3324,2011-08-08 10:00:00,0,1,32.8,37.12,52,26.0027,10,2011-08-08,219,124,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3325,2011-08-08 11:00:00,0,1,33.62,37.12,48,23.9994,11,2011-08-08,219,179,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3326,2011-08-08 12:00:00,0,1,33.62,37.88,46,16.9979,12,2011-08-08,219,182,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3327,2011-08-08 13:00:00,0,1,34.44,37.88,44,19.9995,13,2011-08-08,219,151,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3328,2011-08-08 14:00:00,0,1,33.62,37.12,43,19.9995,14,2011-08-08,219,150,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3329,2011-08-08 15:00:00,0,1,34.44,37.88,41,19.9995,15,2011-08-08,219,126,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3330,2011-08-08 16:00:00,0,1,35.26,38.635,39,19.0012,16,2011-08-08,219,282,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3331,2011-08-08 17:00:00,0,1,35.26,38.635,39,11.0014,17,2011-08-08,219,527,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3332,2011-08-08 18:00:00,0,1,34.44,37.88,41,8.9981,18,2011-08-08,219,529,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3333,2011-08-08 19:00:00,0,1,33.62,37.12,43,7.0015,19,2011-08-08,219,416,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3334,2011-08-08 20:00:00,0,1,32.8,37.88,55,0.0,20,2011-08-08,219,286,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3335,2011-08-08 21:00:00,0,1,31.16,35.605,58,6.0032,21,2011-08-08,219,186,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3336,2011-08-08 22:00:00,0,1,31.16,35.605,58,7.0015,22,2011-08-08,219,147,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3337,2011-08-08 23:00:00,0,1,30.34,34.85,66,7.0015,23,2011-08-08,219,72,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3338,2011-08-09 00:00:00,0,1,29.52,34.85,79,8.9981,0,2011-08-09,220,35,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3339,2011-08-09 01:00:00,0,1,29.52,34.09,66,0.0,1,2011-08-09,220,14,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3340,2011-08-09 02:00:00,0,1,29.52,34.09,70,0.0,2,2011-08-09,220,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3341,2011-08-09 03:00:00,0,1,29.52,34.09,62,0.0,3,2011-08-09,220,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3342,2011-08-09 04:00:00,0,1,28.7,33.335,74,0.0,4,2011-08-09,220,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3343,2011-08-09 05:00:00,0,1,28.7,32.575,65,6.0032,5,2011-08-09,220,30,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3344,2011-08-09 06:00:00,0,1,29.52,33.335,64,0.0,6,2011-08-09,220,101,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3345,2011-08-09 07:00:00,0,1,29.52,34.85,74,7.0015,7,2011-08-09,220,343,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3346,2011-08-09 08:00:00,0,1,30.34,34.85,66,0.0,8,2011-08-09,220,392,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3347,2011-08-09 09:00:00,0,1,31.98,37.12,62,8.9981,9,2011-08-09,220,175,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3348,2011-08-09 10:00:00,0,1,32.8,38.635,59,15.0013,10,2011-08-09,220,144,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3349,2011-08-09 11:00:00,0,1,32.8,38.635,59,15.0013,11,2011-08-09,220,149,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3350,2011-08-09 12:00:00,0,1,33.62,39.395,56,12.998,12,2011-08-09,220,185,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3351,2011-08-09 13:00:00,0,1,34.44,39.395,49,11.0014,13,2011-08-09,220,175,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3352,2011-08-09 14:00:00,0,1,35.26,39.395,44,19.0012,14,2011-08-09,220,148,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3353,2011-08-09 15:00:00,0,1,35.26,38.635,39,19.0012,15,2011-08-09,220,164,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3354,2011-08-09 16:00:00,0,1,35.26,38.635,39,19.9995,16,2011-08-09,220,285,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3355,2011-08-09 17:00:00,0,1,32.8,37.88,55,11.0014,17,2011-08-09,220,532,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3356,2011-08-09 18:00:00,0,1,32.8,37.88,55,12.998,18,2011-08-09,220,585,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3357,2011-08-09 19:00:00,0,1,32.8,37.12,49,7.0015,19,2011-08-09,220,371,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3358,2011-08-09 20:00:00,0,1,32.8,36.365,43,12.998,20,2011-08-09,220,292,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3359,2011-08-09 21:00:00,0,1,31.98,34.85,46,16.9979,21,2011-08-09,220,230,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3360,2011-08-09 22:00:00,0,1,31.98,34.85,46,19.9995,22,2011-08-09,220,155,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3361,2011-08-09 23:00:00,0,1,31.16,34.09,48,19.0012,23,2011-08-09,220,75,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3362,2011-08-10 00:00:00,0,1,30.34,33.335,51,15.0013,0,2011-08-10,221,37,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3363,2011-08-10 01:00:00,0,1,29.52,33.335,54,12.998,1,2011-08-10,221,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3364,2011-08-10 02:00:00,0,1,29.52,33.335,54,11.0014,2,2011-08-10,221,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3365,2011-08-10 03:00:00,0,1,28.7,32.575,58,11.0014,3,2011-08-10,221,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3366,2011-08-10 04:00:00,0,1,28.7,32.575,54,8.9981,4,2011-08-10,221,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3367,2011-08-10 05:00:00,0,1,27.88,31.82,61,6.0032,5,2011-08-10,221,32,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3368,2011-08-10 06:00:00,0,1,27.88,31.82,61,0.0,6,2011-08-10,221,119,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3369,2011-08-10 07:00:00,0,1,28.7,32.575,58,6.0032,7,2011-08-10,221,305,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3370,2011-08-10 08:00:00,0,1,30.34,33.335,51,12.998,8,2011-08-10,221,399,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3371,2011-08-10 09:00:00,0,1,31.16,34.09,48,15.0013,9,2011-08-10,221,180,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3372,2011-08-10 10:00:00,0,1,32.8,36.365,43,15.0013,10,2011-08-10,221,113,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
